stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
3052O00019C0,,Domingos de Magalhães,,-22.88307,-43.25931,,,0,,,,
3052O00018C0,,Adriano dos Passos,,-22.88531,-43.26262,,,0,,,,
3052O00024C0,,Damião de Aguiar,,-22.883063,-43.263954,,,0,,,,
3052O00022C0,,Feliciano de Aguiar,,-22.88383,-43.26527,,,0,,,,
3052O00016C0,,Murilo,,-22.88588,-43.26421,,,0,,,,
3053O00003C0,,Darke de Mattos,,-22.874197,-43.266811,,,0,,,,
3053O00011C1,,Gauguin,,-22.88295,-43.2763,,,0,,,,
3053O00012C1,,Itamaracá,,-22.88404,-43.27717,,,0,,,,
3054O00005C0,,Paróquia São Tiago de inhaúma,,-22.87314,-43.28202,,,0,,,,
3054O00002C0,,Doutor Othon Machado,,-22.86901,-43.28437,,,0,,,,
3053O00017C0,,Darke de Mattos,,-22.87379,-43.26656,,,0,,,,
3053O00005C0,,Francisco Medeiros,,-22.876446,-43.266144,,,0,,,,
3053O00006C0,,Cezanne,,-22.8822,-43.2754,,,0,,,,
3053O00010C1,,Van Gogh,,-22.88085,-43.27387,,,0,,,,
3053O00018C0,,Luiza Vale,,-22.88097,-43.2701,,,0,,,,
3053O00019C0,,Turiuva,,-22.879651,-43.268236,,,0,,,,
3054O00044C0,,Francisco Siqueira,,-22.86916,-43.29164,,,0,,,,
3054O00043C0,,Loteamento Antônio Austragésilo,,-22.87104,-43.28866,,,0,,,,
3054O00054C0,,Álvaro de Miranda,,-22.87412,-43.28674,,,0,,,,
3054O00029C9,,Macedo Costa,,-22.87456,-43.28148,,,0,,,,
3053O00024C0,,Capitão Sampaio,,-22.878524,-43.273707,,,0,,,,
3054O00051C0,,Timbó,,-22.868229,-43.268968,,,0,,,,
3054O00010C2,,Guadalajara,,-22.86731,-43.2722,,,0,,,,
3054O00014C1,,Adhemar Bebiano,,-22.87309,-43.278,,,0,,,,
3054O00019C0,,Acari,,-22.874057,-43.278138,,,0,,,,
3054O00007C0,,Praça Vinte e Quatro de Outubro,,-22.87291,-43.2806,,,0,,,,
3054O00015C0,,Aitinga,,-22.87191,-43.28125,,,0,,,,
3054O00035C0,,Doutor Magessi,,-22.875229,-43.287067,,,0,,,,
3054O00034C0,,Matias da Cunha,,-22.87593,-43.28907,,,0,,,,
3054O00025C0,,Guarabu,,-22.876455,-43.29022,,,0,,,,
3054O00053C0,,Vaz da Costa,,-22.87658,-43.29015,,,0,,,,
3054O00006C0,,Teixeira de Macedo,,-22.87317,-43.28138,,,0,,,,
3054O00047C0,,Salvador Rizzo,,-22.88002,-43.28569,,,0,,,,
3054O00026C0,,Piragibe,,-22.87934,-43.28483,,,0,,,,
3054O00045C0,,Maria Deolinda,,-22.87652,-43.28376,,,0,,,,
3054O00030C0,,Metrô Inhaúma :: Norte,,-22.87442,-43.28275,,,0,,,,
3053O00026C0,,Lavras,,-22.882286,-43.269893,,,0,,,,
3053O00013C0,,Lavras,,-22.88245,-43.27087,,,0,,,,
3050O00014C0,,Democráticos - Saída 7,,-22.8717,-43.25853,,,0,,,,
3054O00012C0,,Adhemar Bebiano,,-22.872111,-43.268383,,,0,,,,
3053O00007C0,,Bamboré,,-22.881083,-43.272751,,,0,,,,
3054O00038C0,,Itaóca,,-22.87313,-43.27673,,,0,,,,
3054O00008C0,,CIEP Coronel Sarmento,,-22.87193,-43.27676,,,0,,,,
3054O00049C1,,CIEP Coronel Sarmento,,-22.871881,-43.276874,,,0,,,,
3054O00013C1,,Carmem Cinira,,-22.870172,-43.276304,,,0,,,,
3054O00050C2,,Carmem Cinira,,-22.870389,-43.27625,,,0,,,,
3050O00008C0,,Marialva,,-22.869925,-43.267263,,,0,,,,
3050O00013C1,,Paróquia Santa Bernadete,,-22.876521,-43.256886,,,0,,,,
3050O00001C0,,Democráticos - Saída 7,,-22.870985,-43.25922,,,0,,,,
3053O00008C0,,Malafaia,,-22.878863,-43.265859,,,0,,,,
3053O00014C0,,Domingos de Magalhães,,-22.883718,-43.270127,,,0,,,,
3054O00042C0,,Engenho da Rainha,,-22.87228,-43.287582,,,0,,,,
3054O00036C0,,UPA Del Castilho,,-22.871466,-43.27261,,,0,,,,
3050O00015C2,,Ozeas Mota,,-22.868474,-43.266605,,,0,,,,
3052O00027C0,,Metrô Maria da Graça,,-22.880938,-43.25984,,,0,,,,
3053O00028C2,,Ponto Final: Del Castilho :: Linhas para Zona Norte,,-22.879669,-43.270374,,,0,,,,
wkbz,,Leopoldina,,-22.889991,-43.306912,,,0,,,,
3053O00023C0,,Clínica da Família Sergio Nicolau Amin,,-22.877626,-43.275107,,,0,,,,
3053O00025C0,,Metrô Del Castilho,,-22.879333,-43.272262,,,0,,,,
3053O00020C9,,Ponto Final: Del Castilho :: Linhas para Zona Oeste,,-22.878735,-43.272276,,,0,,,,
3054O00016C0,,Dona Emília,,-22.87131,-43.28275,,,0,,,,
3054O00003C0,,Paiva Brito,,-22.87073,-43.28374,,,0,,,,
3054O00017C0,,Castro Lopes,,-22.870128,-43.283955,,,0,,,,
3054O00018C0,,Alcides de Oliveira,,-22.8675,-43.28577,,,0,,,,
3054O00001C0,,Relicário,,-22.86739,-43.2868,,,0,,,,
3054O00020C0,,Amaro Hamati,,-22.87343,-43.27555,,,0,,,,
3054O00037C0,,Aporá,,-22.87243,-43.27454,,,0,,,,
3054O00021C0,,Lagoa Redonda,,-22.87212,-43.26918,,,0,,,,
3054O00039C0,,Teixeira de Macedo,,-22.87194,-43.28322,,,0,,,,
3054O00004C0,,Dona Emília,,-22.87217,-43.28277,,,0,,,,
3054O00031C0,,Doutor Nicanor,,-22.87379,-43.28359,,,0,,,,
3054O00032C0,,Teixeira de Macedo,,-22.87325,-43.28251,,,0,,,,
3055O00003C0,,Sérgio Silva,,-22.865417,-43.298249,,,0,,,,
3055O00011C0,,Sócrates Bittencourt,,-22.865323,-43.296044,,,0,,,,
3054O00060C0,,Pindaucu,,-22.872218,-43.273815,,,0,,,,
3058O00001S0,39BT,"BRS 3,4,5,6: São João",,-22.90135,-43.25052,,,0,,,,
3057O00003S0,H4RD,"BRS 3,4,5,6: Sousa Dantas",,-22.90455,-43.24282,,,0,,,,
3056O00012C0,,Adhemar Bebiano,,-22.86392,-43.30608,,,0,,,,
3056O00030C0,,Itapuca,,-22.863561,-43.307434,,,0,,,,
3056O00028C0,,Buquira,,-22.866673,-43.302617,,,0,,,,
3055O00018C0,,Adhemar Bebiano,,-22.86638,-43.30161,,,0,,,,
3055O00023C0,,Barata de Almeida,,-22.87078,-43.28993,,,0,,,,
3055O00016C0,,Carmem Cinira,,-22.8682,-43.29491,,,0,,,,
3055O00021C0,,Julia Cortines,,-22.869074,-43.294257,,,0,,,,
3055O00024C0,,Fernandes Portugal,,-22.86983,-43.29191,,,0,,,,
3054O00056C0,,Cemitério de Inhaúma,,-22.875361,-43.280291,,,0,,,,
3054O00058C0,,Doutor Othon Machado,,-22.868981,-43.284232,,,0,,,,
3055O00008C0,,Vila Antônio Viçosa Gerkens,,-22.86542,-43.28967,,,0,,,,
3055O00005C0,,Moreia,,-22.86552,-43.28986,,,0,,,,
3055O00009C0,,Apinage,,-22.86536,-43.2921,,,0,,,,
3055O00004C0,,Cherente,,-22.86522,-43.29301,,,0,,,,
3055O00010C0,,Vila Block,,-22.86506,-43.29439,,,0,,,,
3055O00025C0,,Para de Minas,,-22.865491,-43.295875,,,0,,,,
3055O00001C0,,Condomínio PREV,,-22.86567,-43.30098,,,0,,,,
3054O00065C0,,Matias da Cunha,,-22.875772,-43.289022,,,0,,,,
3057O00009C0,,Ana Neri,,-22.90105,-43.24451,,,0,,,,
3057O00010C0,,Marechal Rondon,,-22.90483,-43.24383,,,0,,,,
3057O00008C0,,Estação São Francisco Xavier :: Norte,,-22.90218,-43.24448,,,0,,,,
3057O00007C0,,Vila da Paz,,-22.90341,-43.24279,,,0,,,,
3057O00002C0,,Viaduto da Mangueira,,-22.90564,-43.241,,,0,,,,
3054O00040C0,,Levindo Lopes,,-22.872977,-43.284714,,,0,,,,
3056O00023C0,,Cardoso Quintão,,-22.869328,-43.306903,,,0,,,,
3056O00021C0,,Cardoso Quintão,,-22.869423,-43.306723,,,0,,,,
3056O00025C0,,Conjunto dos Correios,,-22.869125,-43.303903,,,0,,,,
3056O00024C0,,Conjunto dos Correios,,-22.86928,-43.30437,,,0,,,,
3057O00001C0,,Oito de Dezembro,,-22.90786,-43.23862,,,0,,,,
3054O00055C0,,Metrô Inhaúma :: Sul,,-22.8752,-43.284011,,,0,,,,
3056O00013C0,,Metrô Thomaz Coelho,,-22.861788,-43.306658,,,0,,,,
3053O00016C0,,Francisco Medeiros,,-22.875656,-43.265863,,,0,,,,
3054O00011C0,,Itaóca,,-22.86932,-43.268315,,,0,,,,
3054O00061C0,,UPA Del Castilho,,-22.871703,-43.272915,,,0,,,,
3055O00007C0,,Augusto de Souza,,-22.866139,-43.288386,,,0,,,,
3055O00006C0,,Augusto de Souza,,-22.866332,-43.288437,,,0,,,,
3053O00015C0,,Dom Hélder Câmara,,-22.87694,-43.26549,,,0,,,,
3054O00009C2,,Arquibui,,-22.868483,-43.274681,,,0,,,,
3055O00019C0,,Ponto Final: Engenho da Rainha :: Adhemar Bebiano,,-22.865404,-43.299333,,,0,,,,
3056O00027C0,,João Ribeiro,,-22.865406,-43.306937,,,0,,,,
3056O00002C0,,Itirapina,,-22.866816,-43.307285,,,0,,,,
3055O00020C0,,Metrô Engenho da Rainha,,-22.86794,-43.29788,,,0,,,,
3055O00017C0,,Metrô Engenho da Rainha,,-22.86748,-43.29752,,,0,,,,
3054O00063C0,,Metrô Inhaúma :: Sul,,-22.874703,-43.283433,,,0,,,,
3054O00048C0,,Ponto Final: Metrô Inhaúma,,-22.874499,-43.284938,,,0,,,,
3056O00032C0,,Itaocara,,-22.870687,-43.308209,,,0,,,,
3056O00033C0,,Itaocara,,-22.870282,-43.308,,,0,,,,
3056O00015C0,,Ferreira de Brito,,-22.87197,-43.30825,,,0,,,,
3056O00031C0,,Itália D'Incau,,-22.873036,-43.308494,,,0,,,,
3056O00014C0,,Itália D'Incau,,-22.87391,-43.30845,,,0,,,,
3056O00005C0,,Luiz Gurgel,,-22.870708,-43.300606,,,0,,,,
3056O00009C0,,Luiz Gurgel,,-22.870727,-43.300299,,,0,,,,
3057O00006C0,,Agenor de Oliveira,,-22.90591,-43.23964,,,0,,,,
3054O00062C0,,Palmeiras do Norte,,-22.871527,-43.27049,,,0,,,,
3054O00057C0,,Novo Oriente,,-22.871734,-43.269439,,,0,,,,
3061O00036C0,,Padre Roma,,-22.911833,-43.274489,,,0,,,,
3060O00006S0,691Y,"BRS 3,4,5,6: Antunes Garcia",,-22.902,-43.26137,,,0,,,,
3058O00011S0,CTYA,"BRS 3,4,5,6: General Rodrigues",,-22.90292,-43.24876,,,0,,,,
3061O00018C0,DQ2D,"BRS 4,5,6: Deputado Átila Nunes",,-22.912409,-43.267158,,,0,,,,
3061O00019C0,T5TT,"BRS 4,5,6: Dona Romana",,-22.91128,-43.26844,,,0,,,,
3061O00020C0,HFGL,"BRS 4,5,6: Eduardo Raboeira",,-22.910082,-43.269531,,,0,,,,
3061O00021C0,DRVV,"BRS 4,5,6: Joaquim Távora",,-22.9085,-43.26995,,,0,,,,
3061O00022C0,TDBA,"BRS 4,5,6: Conselheiro Jobim",,-22.90695,-43.27001,,,0,,,,
3061O00023C0,DQ3X,"BRS 4,5,6: Vinte e Quatro de Maio",,-22.90411,-43.26964,,,0,,,,
3061O00002S0,823D,"BRS 3,4,5,6: Manoel Miranda",,-22.90231,-43.26509,,,0,,,,
3059O00001S1,81CL,"BRS 3,4,5,6: Alice Figueiredo",,-22.90209,-43.2549,,,0,,,,
3058O00010S0,CB46,"BRS 3,4,5,6: São João",,-22.90305,-43.25057,,,0,,,,
3059O00006S0,C5F3,"BRS 3,4,5,6: Alice Figueiredo",,-22.90328,-43.25345,,,0,,,,
3059O00005S0,BWGL,"BRS 3,4,5,6: Marechal Bitencourt",,-22.90353,-43.2558,,,0,,,,
3060O00007S9,BQ9M,"BRS 3,4,5,6: Paes de Andrade",,-22.90386,-43.25888,,,0,,,,
3060O00001S0,BE36,"BRS 3,4,5,6: Alzira Valdetaro",,-22.90407,-43.2627,,,0,,,,
3061O00027S0,B6BU,"BRS 3,4,5,6: Manoel Miranda",,-22.90464,-43.26452,,,0,,,,
3061O00026S9,AVM7,"BRS 3,4,5,6: Gregório Neves",,-22.9051,-43.26781,,,0,,,,
3061O00024S0,ACW8,"BRS 3,4,5,6: Maria Antônia",,-22.90826,-43.27383,,,0,,,,
3061O00030C0,,Miguel Galvão,,-22.915282,-43.268613,,,0,,,,
3061O00021C1,,Barro Preto,,-22.916411,-43.276251,,,0,,,,
3061O00003C0,,Gregório Neves,,-22.90302,-43.26903,,,0,,,,
3058O00017C0,,Licínio Cardoso,,-22.89922,-43.24487,,,0,,,,
3058O00006C9,,Licínio Cardoso,,-22.90026,-43.24503,,,0,,,,
3058O00005C9,,Rocha,,-22.90092,-43.2481,,,0,,,,
3058O00004C9,,Tavares Ferreira,,-22.90098,-43.25107,,,0,,,,
3058O00003C0,,Ana Neri,,-22.90047,-43.25224,,,0,,,,
3059O00007C9,,Flack,,-22.90118,-43.25528,,,0,,,,
3061O00013C0,,Abatira,,-22.91324,-43.26539,,,0,,,,
3061O00017C2,,Açaré,,-22.91326,-43.26496,,,0,,,,
3061O00012C2,,Barão do Bom Retiro,,-22.91302,-43.26663,,,0,,,,
3061O00034C0,,Barão do Bom Retiro,,-22.909397,-43.270577,,,0,,,,
3061O00008C0,,Verna Magalhães,,-22.90865,-43.27113,,,0,,,,
3061O00007C0,,Barão do Bom Retiro,,-22.908082,-43.269407,,,0,,,,
3061O00032C0,,Monsenhor Amorim,,-22.900793,-43.266558,,,0,,,,
3060O00003C0,,Dois de Maio,,-22.901294,-43.263813,,,0,,,,
3059O00011C0,,Ana Neri,,-22.90062,-43.25634,,,0,,,,
3059O00015C0,,Magalhães Castro,,-22.901392,-43.256314,,,0,,,,
3059O00008C0,,SENAI CETIQT,,-22.89811,-43.256638,,,0,,,,
3059L00013C0,,Lino Teixeira,,-22.895092,-43.256003,,,0,,,,
3059O00014C0,,Praça Dom Bosco,,-22.896901,-43.2567,,,0,,,,
3059O00003C0,,Vizeu,,-22.894892,-43.254813,,,0,,,,
3059O00004C0,,Canindé,,-22.895635,-43.252768,,,0,,,,
3058O00019C0,,Capitulino,,-22.89628,-43.24909,,,0,,,,
3058O00018C0,,Cotia,,-22.89771,-43.24765,,,0,,,,
3061O00015C0,,Monsenhor Amorim,,-22.900561,-43.266293,,,0,,,,
3061O00037C0,,Grão Pará,,-22.91253,-43.273,,,0,,,,
3061O00014C0,,Adelaide Chioso,,-22.898466,-43.263532,,,0,,,,
3061O00016C0,,Bolívia,,-22.90103,-43.2679,,,0,,,,
3061O00031C1,,Pedro de Calazans,,-22.91538,-43.27062,,,0,,,,
3061O00037C2,,Encontro,,-22.915693,-43.267144,,,0,,,,
3060O00005C9,,Clara de Barros,,-22.901583,-43.258994,,,0,,,,
3058O00020C0,,Bandeira de Gouveia,,-22.89752,-43.25253,,,0,,,,
3058O00021C0,,Tavares Ferreira,,-22.898149,-43.250978,,,0,,,,
3058O00016C0,,Almirante Ary Parreiras,,-22.89781,-43.25017,,,0,,,,
3061O00033C0,,UPA Engenho Novo,,-22.90014,-43.26478,,,0,,,,
3061O00010C1,,Grão Pará,,-22.912823,-43.270057,,,0,,,,
3061O00011C2,,Pedro de Calazans,,-22.91346,-43.26939,,,0,,,,
3061O00009C0,,Garagem Auto Viação Alpha,,-22.910253,-43.27102,,,0,,,,
3061O00035C0,,General Belegard,,-22.909634,-43.27263,,,0,,,,
3058O00014S0,32PK,"BRS 3,4,5,6: General Rodrigues",,-22.901324,-43.248224,,,0,,,,
3059O00010C0,,SENAI CETIQT,,-22.898288,-43.256722,,,0,,,,
3056O00001C0,,Iriri,,-22.869024,-43.309495,,,0,,,,
3061O00006C0,,Visconde de Santa Cruz,,-22.90641,-43.2679,,,0,,,,
3061O00005C0,,Visconde de Santa Cruz,,-22.905629,-43.268592,,,0,,,,
3061O00004C0,,Vinte e Quatro de Maio,,-22.903971,-43.268705,,,0,,,,
3059O00009C0,,Ponto Final: Engenho Novo :: Magalhães Castro,,-22.89669,-43.256713,,,0,,,,
3062O00007C0,,Cézar Rama,,-22.912561,-43.284735,,,0,,,,
3062O00020C0,,Dona Romana,,-22.911228,-43.275638,,,0,,,,
3063O00004C0,,Constança Barbosa,,-22.901634,-43.280831,,,0,,,,
3063O00015C1,,Agripino Grieco,,-22.901838,-43.279631,,,0,,,,
3063O00020C0,,Hermengarda,,-22.90292,-43.278302,,,0,,,,
3063O00010C0,,Amaragi,,-22.90464,-43.28857,,,0,,,,
3062O00003S1,AAA1,"BRS 3,4,5,6: Padre Roma",,-22.90785,-43.27568,,,0,,,,
3063O00027S9,A949,"BRS 3,4,5,6: Thompson Flores",,-22.90576,-43.27688,,,0,,,,
3062O00027C1,,Cachoeirinha,,-22.917315,-43.282286,,,0,,,,
3062O00028C1,,Cachoeira Grande,,-22.91775,-43.283238,,,0,,,,
3062O00026C2,,Cotia,,-22.917678,-43.282263,,,0,,,,
3061O00046C1,,Vila Cabuçu,,-22.916062,-43.274814,,,0,,,,
3061O00045C2,,Barro Preto,,-22.916532,-43.275673,,,0,,,,
3062O00002C0,,Dona Francisca,,-22.91731,-43.27897,,,0,,,,
3063O00007C2,,Ingaí,,-22.82991,-43.27026,,,0,,,,
3063O00013C9,,Lins de Vasconcelos,,-22.904487,-43.27298,,,0,,,,
3063O00024C0,,Hospital Municipal Salgado Filho,,-22.900616,-43.277198,,,0,,,,
3063O00016C0,,Frederico Méier,,-22.901345,-43.276066,,,0,,,,
3063O00035C0,,Lucídio Lago,,-22.90015,-43.2745,,,0,,,,
3063O00001C0,,Aristides Caire,,-22.899838,-43.279834,,,0,,,,
3061O00042C0,,Martins Lage,,-22.902888,-43.270008,,,0,,,,
3063O00025C0,,Graubem Barbosa,,-22.90044,-43.28072,,,0,,,,
3061O00039C0,,Marechal Rondon,,-22.904073,-43.267872,,,0,,,,
3063O00032C2,,Barão de São Borja,,-22.90451,-43.28764,,,0,,,,
3063O00007C0,,José Veríssimo,,-22.90401,-43.28532,,,0,,,,
3063O00028C0,,Capitão Rezende,,-22.897152,-43.272634,,,0,,,,
3063O00022C0,,Mossoró,,-22.89662,-43.2755,,,0,,,,
3063O00023C0,,Castro Alves,,-22.89814,-43.27722,,,0,,,,
3063O00017C0,,Aristides Caire,,-22.89802,-43.27806,,,0,,,,
3063O00018C0,,Coração de Maria,,-22.89678,-43.27966,,,0,,,,
3063O00038C0,,Piranga,,-22.9037,-43.29018,,,0,,,,
3062O00006C0,,Lins de Vasconcelos,,-22.91102,-43.2871,,,0,,,,
3062O00012C0,,Vilela Tavares,,-22.911682,-43.285809,,,0,,,,
3062O00022C0,,Mario Piragibe,,-22.91028,-43.28355,,,0,,,,
3062O00010C0,,Lins de Vasconcelos,,-22.91035,-43.28282,,,0,,,,
3062O00017C0,,Carolina Santos,,-22.90947,-43.2817,,,0,,,,
3062O00011C0,,Aquidabã,,-22.908358,-43.28354,,,0,,,,
3062O00021C0,,Vinte de Março,,-22.908944,-43.280221,,,0,,,,
3062O00016C0,,Lins de Vasconcelos,,-22.90849,-43.27851,,,0,,,,
3062O00015C0,,Vinte de Março,,-22.90969,-43.27876,,,0,,,,
3062O00018C0,,Conselheiro Ferraz,,-22.90845,-43.2767,,,0,,,,
3062O00019C0,,Maria Antônia,,-22.90953,-43.27601,,,0,,,,
3063O00039C0,,Aquidabã,,-22.910035,-43.293362,,,0,,,,
3062O00074C0,,Hospital Maternidade Carmela Dutra,,-22.909928,-43.2909,,,0,,,,
3063O00003C0,,Estação Méier :: Norte,,-22.902407,-43.277114,,,0,,,,
3063O00037C0,,Galdino Pimentel,,-22.901565,-43.288313,,,0,,,,
3063O00019C0,,Salvador Pires,,-22.89328,-43.27895,,,0,,,,
3063O00029C0,,Tenente Costa,,-22.895368,-43.27752,,,0,,,,
3063O00026C0,,Mossoró,,-22.898211,-43.275313,,,0,,,,
3061O00040C0,,Condessa Belmonte,,-22.907978,-43.271686,,,0,,,,
3062O00014C0,,Narceja,,-22.91076,-43.27712,,,0,,,,
3063O00034C0,,Visconde de Taunay,,-22.906745,-43.285064,,,0,,,,
3063O00008C0,,Comendador Filips,,-22.904229,-43.286099,,,0,,,,
3063O00014C0,,Estação Silva Freire :: Sul,,-22.904107,-43.275817,,,0,,,,
3062O00013C0,,Aquidabã,,-22.90998,-43.28609,,,0,,,,
3061O00038C0,,Pelotas,,-22.913782,-43.271729,,,0,,,,
3061O00047C0,,Escola Municipal Noel Rosa,,-22.915859,-43.262721,,,0,,,,
3063O00002C0,,Hospital Municipal Salgado Filho,,-22.90128,-43.278356,,,0,,,,
3062O00076C0,,Ernestina,,-22.911599,-43.285363,,,0,,,,
3063O00031C2,,Caetano de Almeida,,-22.905269,-43.291252,,,0,,,,
3063O00012C0,,Caetano de Almeida,,-22.905111,-43.291748,,,0,,,,
3063O00033C2,,José Veríssimo,,-22.90433,-43.285604,,,0,,,,
3063O00021C1,,"Estação Méier :: Sul :: Linhas 455, 456 e 457",,-22.901773,-43.278202,,,0,,,,
3062O00009C0,,Escola Municipal Maria Braz,,-22.91165,-43.28264,,,0,,,,
3063O00006C0,,Lopes da Cruz,,-22.9034,-43.28379,,,0,,,,
3063O00036C0,,Venceslau,,-22.902916,-43.285472,,,0,,,,
3063O00047T9,,Terminal Rodoviário Américo Ayres,,-22.901977,-43.275786,,,1,,,,
3063O00049C0,,Ponto Final: Méier :: Linhas 687 e 688,,-22.899656,-43.278906,,,0,,,,
3063O00068C0,,Ponto Final: Méier :: Linhas 663 e 669,,-22.89992,-43.279205,,,0,,,,
3063O00080T9,,Terminal Arquiteto Gelton Paciello da Motta,,-22.89968,-43.280528,,,1,,,,
3064O00020C0,,Odorico Mendes,,-22.88911,-43.283852,,,0,,,,
3065O00004C0,,Estevão Silva,,-22.88591,-43.27898,,,0,,,,
3065O00005C0,,Itamaracá,,-22.88441,-43.27719,,,0,,,,
3065O00012C9,,Dom Helder Câmara,,-22.88812,-43.28264,,,0,,,,
3063O00073S1,A2S8,"BRS 3,4,5,6: Joaquim Méier",,-22.90386,-43.27879,,,0,,,,
3063O00069C0,,Ponto Final: Méier :: Intendente Cunha Menezes,,-22.901691,-43.290577,,,0,,,,
3064O00002C0,,Gonzaga de Campos,,-22.88744,-43.2864,,,0,,,,
3063O00071C0,,Marquês de Leão,,-22.90349,-43.272521,,,0,,,,
3065O00001C0,,José Bonifácio,,-22.887738,-43.283511,,,0,,,,
3063O00060C0,,Engenheiro Julião Castelo,,-22.899514,-43.274123,,,0,,,,
3063O00078C0,,Martins Lage,,-22.898984,-43.272555,,,0,,,,
3063O00076C9,,Padre Ildefonso Penalba,,-22.894407,-43.279648,,,0,,,,
3064O00001C0,,Getúlio,,-22.897884,-43.282229,,,0,,,,
3064O00013C0,,Adriano,,-22.896912,-43.287656,,,0,,,,
3064O00009C9,,Domingos Freire,,-22.89797,-43.28759,,,0,,,,
3064O00011C0,,Adriano,,-22.89832,-43.28899,,,0,,,,
3064O00015C0,,Luiz Carlos,,-22.897416,-43.284942,,,0,,,,
3064O00006C0,,Almirante Calheiros da Graça,,-22.897639,-43.284292,,,0,,,,
3064O00014C0,,Hospital Pasteur,,-22.898109,-43.28231,,,0,,,,
3063O00045C0,,Ponto Final: Engenho de Dentro :: Intendente Cunha Menezes,,-22.900769,-43.290262,,,0,,,,
3065O00003C0,,Silva Mourão,,-22.887155,-43.280679,,,0,,,,
3063O00077C2,,Miracema,,-22.902558,-43.281207,,,0,,,,
3063O00040C0,,Constança Barbosa,,-22.90187,-43.28154,,,0,,,,
3065O00013C0,,Galileu,,-22.88792,-43.2662,,,0,,,,
3063O00058C0,,Venceslau,,-22.903183,-43.285146,,,0,,,,
3064O00007C0,,Padre Ildefonso Penalba,,-22.89401,-43.28296,,,0,,,,
3065O00007C9,,Honório,,-22.89176,-43.28194,,,0,,,,
3065O00006C9,,Getúlio,,-22.89194,-43.27941,,,0,,,,
3064O00005C0,,Honório,,-22.89106,-43.28305,,,0,,,,
3063O00052C0,,Estação Méier :: Sul :: Linhas com Origem no Centro,,-22.900466,-43.27951,,,0,,,,
3063O00064C0,,Rio Grande do Sul,,-22.895801,-43.2745,,,0,,,,
3063O00063C0,,Castro Alves,,-22.89763,-43.279288,,,0,,,,
3065L00049C0,,Cristiânia,,-22.892567,-43.270754,,,0,,,,
3064O00022C0,,Doutor Ferrari,,-22.89299,-43.28503,,,0,,,,
3064O00023C0,,São Bráz,,-22.893783,-43.286565,,,0,,,,
3064O00018C0,,Honório,,-22.893343,-43.287423,,,0,,,,
3064O00004C0,,Sales Guimarães,,-22.891055,-43.287565,,,0,,,,
3063O00067C0,,Dias da Cruz,,-22.904713,-43.290836,,,0,,,,
3063O00044C0,,Bueno de Paiva,,-22.904419,-43.290681,,,0,,,,
3063O00075C0,,Souza Aguiar,,-22.903827,-43.292023,,,0,,,,
3063O00046C0,,Bueno de Paiva,,-22.903382,-43.290918,,,0,,,,
3063O00042C0,,Dias da Cruz,,-22.90541,-43.28855,,,0,,,,
3063O00051C0,,"Estação Méier :: Sul :: Linhas 621, 625, 627, 636, 638, 639 e 679",,-22.901422,-43.278529,,,0,,,,
3063O00082P0,,Terminal Rodoviário Américo Ayres :: Plat. B,,-22.902111,-43.275297,,,0,3063O00047T9,,,B
3063O00055C0,,Travessa Pedro de Carvalho,,-22.907789,-43.288747,,,0,,,,
3063O00056C0,,Aquidabã,,-22.909512,-43.287868,,,0,,,,
3064O00016C0,,Piauí,,-22.896732,-43.287087,,,0,,,,
3064O00017C0,,Junqueira Freire,,-22.895084,-43.287061,,,0,,,,
3063O00070C0,,Estação Silva Freire :: Norte,,-22.903731,-43.275392,,,0,,,,
3063O00059C0,,Galdino Pimentel,,-22.901601,-43.288066,,,0,,,,
3064O00008C9,,Ajuratuba,,-22.89946,-43.28841,,,0,,,,
3064O00012C9,,Magalhães Couto,,-22.90051,-43.28912,,,0,,,,
3063O00043C0,,Cabuçu,,-22.90716,-43.27675,,,0,,,,
3063O00057C0,,Instituto Nícia Macieira,,-22.906474,-43.288033,,,0,,,,
3063O00041C0,,Carijós,,-22.90815,-43.28713,,,0,,,,
3063O00083P0,,Terminal Rodoviário Américo Ayres :: Plat. C,,-22.901989,-43.27537,,,0,3063O00047T9,,,C
3063O00054C0,,Colégio Kids Up,,-22.906307,-43.289483,,,0,,,,
3064O00010C0,,Adriano,,-22.896758,-43.287882,,,0,,,,
3064O00019C0,,Gonzaga de Campos,,-22.888389,-43.287892,,,0,,,,
3063O00065P0,,Terminal Rodoviário Américo Ayres :: Plat. E,,-22.90181,-43.27529,,,0,3063O00047T9,,,E
3063O00050C1,,"Estação Méier :: Sul :: 651, 652, 685, 691 e 693",,-22.900654,-43.27931,,,0,,,,
3063O00079P0,,Terminal Arquiteto Gelton Paciello da Motta :: Plat. A,,-22.899758,-43.280338,,,0,3063O00080T9,,,A
3063O00084P0,,Terminal Rodoviário Américo Ayres :: Plat. D,,-22.901902,-43.275341,,,0,3063O00047T9,,,D
3065O00014C0,,Reginaldo Pardelha,,-22.890074,-43.267547,,,0,,,,
3065O00015C0,,Henrique de Vasconcellos,,-22.89127,-43.26831,,,0,,,,
3065O00053C0,,Dom Helder Câmara,,-22.885519,-43.277384,,,0,,,,
3066O00007C9,,Ramiro Magalhães,,-22.90265,-43.29674,,,0,,,,
